lat,lon,standard_best_combined_lcow_usd_m3,standard_hydrogel_thickness_mm,simplified_best_combined_lcow_usd_m3,simplified_hydrogel_thickness_mm,lcow_reduction_frac,optimal_design_changed
9.0,6.0,5.597628001302142,3.0143031812073318,5.555795971096748,3.0143031812073318,0.007473170813720191,False
9.0,9.0,5.973882534815629,2.556496094546023,5.934401269728956,2.6038576547505956,0.006608979144899011,True
9.0,12.0,6.045709448610775,2.7276341653957616,6.004006637589991,2.7276341653957616,0.006897918494969442,False
9.0,15.0,5.922039678533417,2.6384507362233074,5.882277764205378,2.6384507362233074,0.006714226260957023,False
9.0,18.0,6.228459933406202,3.012285186547324,6.18160482208742,3.0621558746903035,0.007522744277036478,True
9.0,21.0,5.673259269698474,3.0296328199907046,5.630691122182407,3.0296328199907046,0.007503296692860208,False
9.0,24.0,6.252054241680046,2.6454481461144757,6.209985905718981,2.6454481461144757,0.006728722166325956,False
9.0,27.0,6.78443786627259,2.8592784908089253,6.735827898857495,2.8592784908089253,0.007164921895261175,False
9.0,30.0,6.7266991124000235,2.6119999184160707,6.681903995872387,2.6119999184160707,0.006659301357044591,False
9.0,33.0,6.230919960414244,2.912011886142312,6.185617955816506,2.912011886142312,0.007270516213584426,False
9.0,36.0,5.212625985036542,3.013179684176839,5.1736826626026975,3.013179684176839,0.007470960422949217,False
9.0,39.0,5.266431217344796,2.6221164899904643,5.229035318224671,3.0189131506694715,0.007100804620207148,True
9.0,42.0,5.282305446665444,2.9879441968078546,5.243104286319846,2.9879441968078546,0.007421221801996489,False
9.0,45.0,4.9371536956573685,3.704838703280901,4.893853486959733,3.704838703280901,0.008770277647163708,False
9.0,48.0,4.965993404233917,3.674378038115022,4.922712112140747,3.674378038115022,0.00871553555755203,False
9.0,78.0,4.2891948818693555,2.939427358284869,4.2577760555147215,2.939427358284869,0.007325110474099224,False
9.0,81.0,4.082587625411466,2.6487937079101047,4.054822733026432,2.7051154370814285,0.006800807461477442,True
9.0,99.0,4.018148386173299,2.2035769586147103,3.9949055581423316,2.2035769586147103,0.005784462343637468,False
9.0,105.0,4.1273610963372915,2.2035769586147103,4.103486531496935,2.2035769586147103,0.005784462343637362,False
9.0,126.0,4.265443847123103,2.1959546814572053,4.240842291947134,2.1959546814572053,0.005767642491076694,False
12.0,-84.0,4.21933926175533,1.9893782033230263,4.1969573463370375,1.9893782033230263,0.0053046019838142045,False
12.0,-72.0,3.8847007208887447,2.816916455177926,3.857198845475431,2.816916455177926,0.0070795351789730504,False
12.0,-15.0,4.921662171940832,3.0397776570023054,4.8846355297724315,3.0397776570023054,0.00752319864201467,False
12.0,-12.0,5.888279187984576,2.6827961980667814,5.848204429783702,2.6827961980667814,0.006805852256912249,False
12.0,-9.0,6.3526190163390055,2.6303488640312027,6.3100728300396,2.6303488640312027,0.006697424509478157,False
12.0,-6.0,6.226409845432142,2.5957410115748125,6.1799931009950875,3.008225321406833,0.00745481675465155,True
12.0,-3.0,6.136383129141979,2.7337873785907405,6.091766997006026,2.9251986320198666,0.007270753992538229,True
12.0,0.0,6.293313497249179,2.8477806635922183,6.248367936368184,2.8477806635922183,0.007141795955443983,False
12.0,3.0,6.575242026891297,2.6661991437743318,6.530143830622861,2.813799899792819,0.006858788784351168,True
12.0,6.0,6.082894505851108,2.5757661554031985,6.042846376053958,2.5757661554031985,0.006583729137276396,False
12.0,9.0,6.030006182805892,3.1798392390500467,5.983001241104226,3.1798392390500467,0.007795173052342349,False
12.0,12.0,6.922917006670622,2.7038710627018916,6.875500581090467,2.7038710627018916,0.006849197460328765,False
12.0,15.0,7.485617250006321,2.8784356481574545,7.431695567258811,2.8784356481574545,0.0072033716053895806,False
12.0,18.0,7.509326757666642,2.5787597633410755,7.459840388079631,2.5787597633410755,0.006589987516056299,False
12.0,21.0,7.49877258395525,2.717188661548057,7.447207107633035,2.717188661548057,0.006876522223456624,False
