water_price_usd_per_m3,hydrogel_lifetime_years,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
4.428571428571429,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,-10691.753852220085,inf,inf
6.142857142857142,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,-9503.179305170279,inf,inf
7.857142857142857,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,-8314.604758120473,213.70172695924785,inf
9.571428571428571,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,-7126.030211070667,53.849453433331426,inf
11.285714285714285,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,-5937.455664020861,30.80604458677604,inf
13.0,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,-4748.881116971055,21.574026694473176,inf
14.714285714285714,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,-3560.3065699212484,16.599465286651075,inf
16.428571428571427,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,-2371.7320228714443,13.48912815356949,inf
18.142857142857142,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,-1183.1574758216348,11.360454547641348,31.12093017529403
19.857142857142858,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,5.4170712281720625,9.81204843266398,19.970483990663404
21.57142857142857,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,1193.9916182779762,8.635102132702222,15.251786752232157
23.285714285714285,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,2382.5661653277803,7.710263077615389,12.464139550229067
25.0,0.6071428571428571,21.497021836022054,0.0016638301493752347,10.0,19.849329793887005,3571.140712377588,6.964363884398505,10.58356470614561
1.0,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-13041.886295670432,inf,inf
2.7142857142857144,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-11853.311748620627,inf,inf
4.428571428571429,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-10664.73720157082,inf,inf
6.142857142857142,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-9476.162654521015,inf,inf
7.857142857142857,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-8287.588107471209,200.19366833635036,inf
9.571428571428571,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-7099.013560421403,52.94917863186619,inf
11.285714285714285,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-5910.439013371597,30.509286502906686,inf
13.0,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-4721.864466321791,21.428061715977794,inf
14.714285714285714,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-3533.289919271984,16.512918191652076,inf
16.428571428571427,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-2344.71537222218,13.431920181841033,inf
18.142857142857142,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,-1156.1408251723715,11.319850347373592,30.666001327061288
19.857142857142858,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,32.43372187743444,9.781743694944625,19.82481020740217
21.57142857142857,0.7142857142857143,21.497021836022054,0.0016638301493752347,10.0,19.81036357307212,1221.0082689272385,8.611622730177015,15.173089016982209
