water_price_usd_per_m3,t_wh_in_c,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
4.428571428571429,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,-3097.1449738114625,15.230929644329521,inf
6.142857142857142,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,1003.888018600026,8.804006640694475,15.832416886095471
7.857142857142857,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,5104.921011011522,6.191435869115566,8.885281930827976
9.571428571428571,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,9205.954003423016,4.774587035912101,6.252687823801099
11.285714285714285,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,13306.986995834504,3.8854420662452203,4.837188838673044
13.0,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,17408.019988246,3.2754694784301535,3.948261914882137
14.714285714285714,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,21509.052980657492,2.831028476249687,3.33684022627745
16.428571428571427,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,25610.085973068984,2.4927877740220055,2.8900673040405547
18.142857142857142,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,29711.118965480477,2.2267446455570172,2.549142925234239
19.857142857142858,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,33812.15195789197,2.012012343094183,2.280349539644499
21.57142857142857,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,37913.18495030345,1.835052227469638,2.062942329568493
23.285714285714285,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,42014.217942714946,1.6867036024987316,1.8834480064536754
25.0,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,46115.250935126445,1.5605464720042734,1.7327312407756081
1.0,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,-10616.408781615515,inf,inf
2.7142857142857144,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,-5344.857771457277,25.389182074051412,inf
4.428571428571429,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,-73.30676129903986,9.901433931110352,20.409922217744345
6.142857142857142,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,5198.244248859195,6.149906745361452,8.800025775946906
7.857142857142857,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,10469.795259017435,4.460050446235665,5.734145861721202
9.571428571428571,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,15741.346269175676,3.49868920378206,4.266553943469691
11.285714285714285,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,21012.89727933391,2.8782780649408175,3.400491943152015
13.0,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,26284.448289492153,2.4447572415479972,2.8278525745480594
14.714285714285714,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,31555.99929965038,2.1247338318883844,2.4207562815228987
16.428571428571427,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,36827.55030980862,1.8787958529738333,2.116346760324546
18.142857142857142,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,42099.10131996685,1.683886016543575,1.8800627501382674
19.857142857142858,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,47370.65233012509,1.5256157519979718,1.6913075754312432
21.57142857142857,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,52642.20334028332,1.394541308888892,1.537035897006
23.285714285714285,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,57913.754350441566,1.28420762912482,1.4085805552553372
25.0,62.57142857142857,35.31234192231514,0.0022890863102224303,27.0,4.4524104720229465,63185.3053605998,1.1900527296342875,1.2999566394586366
1.0,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,-10170.071843133737,inf,inf
2.7142857142857144,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,-4133.371795578168,18.675708904825523,inf
4.428571428571429,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,1903.3282519774039,8.058251037773877,13.444210469879597
6.142857142857142,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,7940.028299532973,5.137496803792279,6.877878123744142
7.857142857142857,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,13976.728347088541,3.770764101664341,4.665357938909894
9.571428571428571,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,20013.42839464411,2.978414046202146,3.536428478312227
11.285714285714285,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,26050.128442199682,2.461235107995668,2.8491630713377747
13.0,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,32086.828489755244,2.0970911800534817,2.3861837149215845
14.714285714285714,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,38123.52853731082,1.8268113309272893,2.052905950473014
16.428571428571427,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,44160.22858486638,1.6182465200804923,1.8014471788031787
18.142857142857142,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,50196.92863242196,1.4524249441874517,1.6049379084124744
19.857142857142858,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,56233.62867997753,1.317428195097501,1.4471239626540378
21.57142857142857,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,62270.32872753308,1.2053921027026593,1.317591448980112
23.285714285714285,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,68307.02877508866,1.1109179544696055,1.2093581601872188
25.0,63.714285714285715,36.39403548896051,0.00236159834867487,30.0,3.888069431401407,74343.72882264425,1.0301765493982977,1.1175668142100468
1.0,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,-9345.511274841007,inf,inf
2.7142857142857144,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,-1895.2788244978974,12.546723312279823,inf
4.428571428571429,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,5554.9536258452135,5.996176084339065,8.489208773975315
6.142857142857142,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,13005.186076188318,3.9394300930840114,4.918876783260642
7.857142857142857,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,20455.418526531426,2.9332851216411706,3.4749889908679923
9.571428571428571,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,27905.65097687453,2.3365274066251276,2.6887431200746463
11.285714285714285,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,35355.88342721764,1.9415348184982515,2.1933268672347257
13.0,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,42806.115877560755,1.6607783662773346,1.8523327358557606
14.714285714285714,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,50256.348327903856,1.4509614767521464,1.6032167675947941
16.428571428571427,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,57706.580778246964,1.288213162851179,1.413221827670733
18.142857142857142,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,65156.81322859008,1.1582923298653365,1.2635194081979224
19.857142857142858,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,72607.04567893321,1.0521766138758926,1.1425135154421053
21.57142857142857,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,80057.27812927628,0.9638724662592836,1.0426705169200936
23.285714285714285,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,87507.5105796194,0.8892425913697152,0.9588827285702045
25.0,64.85714285714286,39.631706950738014,0.0024469711911432744,34.0,3.150386122565944,94957.74302996253,0.825338967168944,0.8875643280922132
