water_price_usd_per_m3,device_lifetime_years,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
2.7142857142857144,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-11741.947303825358,inf,inf
4.428571428571429,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-10579.345735979565,inf,inf
6.142857142857142,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-9416.744168133773,inf,inf
7.857142857142857,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-8254.142600287982,181.60794875094538,inf
9.571428571428571,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-7091.541032442188,51.55373107723085,inf
11.285714285714285,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-5928.939464596397,30.04075681947439,inf
13.0,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-4766.337896750604,21.195879728356715,inf
14.714285714285714,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-3603.7363289048117,16.374691742416193,inf
16.428571428571427,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-2441.134761059021,13.340319538409775,inf
18.142857142857142,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-1278.5331932132267,11.254722061290046,29.968018380670944
19.857142857142858,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-115.9316253674333,9.733073791493199,19.594220530394484
21.57142857142857,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,1046.6699424783565,8.573877986202955,15.04756761916531
23.285714285714285,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,2209.271510324148,7.661414031068038,12.332293163315255
25.0,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,3371.8730781699414,6.924484644383018,10.490293255479605
1.0,20.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-12998.1450517621,inf,inf
2.7142857142857144,20.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-11809.570504712294,inf,inf
4.428571428571429,20.0,21.497021836022054,0.0016638301493752347,10.0,19.7472754060385,-10620.995957662486,inf,inf
